train/total loss,train/normalized chamfer loss,train/chamfer loss,train/MI loss,train/transformation loss,train/geodesic-distance,train/translation-error-x,train/translation-error-y,train/translation-error-z,train/euclidean-distance,val/total loss,val/normalized chamfer loss,val/chamfer loss,val/MI loss,val/transformation loss,val/geodesic-distance,val/translation-error-x,val/translation-error-y,val/translation-error-z,val/euclidean-distance
2.6828142985787036,0.8609662487725244,0.14400839194455978,1.1409796989214809,0.6808683533741456,17.682064607340564,8.962151527404785,5.181866645812988,-3.0855774879455566,219.79755831471365,2.167470423704712,0.7234516252342159,0.14418144881725312,1.1369070545832316,0.30711174388726553,0.890895655254523,0.3203153908252716,0.1410994678735733,0.9447056651115417,20.81926894426346
2.635122345692797,0.8066612507011771,0.144001160237233,1.1286534690948107,0.6998076263964746,18.885190121722665,7.27241849899292,10.433629989624023,-3.222283363342285,204.93684483588768,2.096446558947274,0.6587627002744955,0.14396826793750128,1.1283833281199138,0.30930053055286405,1.029287883490324,-5.6664652824401855,-1.1892781257629395,2.028136968612671,20.72928097486496
2.49122346245308,0.8017135894639522,0.14311792832544612,1.1210583835897208,0.5684514874823918,15.440985145264555,2.6403093338012695,5.067705154418945,-2.823906183242798,165.94675830912635,2.038850414721209,0.650831602978743,0.14307917306820553,1.122186247507731,0.26583256423473356,0.8425535398224989,3.0213510990142822,0.15909700095653534,0.42064541578292847,17.82133141517639
2.5113367728931726,0.8037163117646595,0.14347544436416024,1.123216887505059,0.5844035652353933,13.32017610883821,8.643216133117676,6.249459743499756,-2.034377336502075,169.08808521102992,1.9510773786965419,0.6214568013015795,0.1366214007139206,1.1034805178642273,0.22614005953073502,0.02728872955776751,-0.05376693606376648,-0.19265788793563843,0.05814739689230919,0.6013401970267296
2.4715509802160027,0.8024955690036267,0.14325752342921141,1.120703952262324,0.54835145560095,12.577044924215395,6.960819244384766,3.668771982192993,-1.7713221311569214,157.02166860156032,1.9931175321837593,0.6229732469221282,0.13695477694272995,1.190368413925171,0.1797758713364601,0.024039445677772164,0.07853998243808746,0.066780686378479,0.0575217604637146,0.4714517667889595
2.4260032569017285,0.8009765889500828,0.14298636265398212,1.1187095516726346,0.5063171177019808,10.192515521468755,-1.5855768918991089,0.10932330787181854,-2.0516722202301025,146.58148684339815,1.8955616517471041,0.6155917881535258,0.13533203303813934,1.098428726196289,0.18154113739728928,0.02242842921987176,0.10497526824474335,0.033241286873817444,-0.011727580800652504,0.4815592020750046
2.401710057121846,0.7991178380284307,0.1426545476708312,1.118197708923092,0.4843945059334115,8.644017159479384,0.027641043066978455,1.7121460437774658,-2.1385834217071533,137.21304489435704,1.865233313897983,0.6212692155040661,0.13658016175031662,1.0723915696144104,0.17157252877950668,0.020005171420052648,-0.07900039851665497,0.07713940739631653,0.04386574774980545,0.4584050327539444
2.4844588367250635,0.8008967707766451,0.1429721139100724,1.120499574887365,0.5630624964975718,9.731302650235808,2.34340500831604,6.607894420623779,-2.375931739807129,147.2001057898565,1.9192524743905874,0.6193991867533536,0.13616905361413956,1.0895684957504272,0.2102847918868065,0.01848503015935421,-0.10247962921857834,0.18358711898326874,0.07310107350349426,0.5784975662827492
2.403893774371758,0.8004073956273702,0.14288475308887819,1.118766297573797,0.4847200804071262,9.377198846437336,1.1977132558822632,1.6087653636932373,-2.8449013233184814,129.74802022442992,1.9467911155942206,0.6168175520423178,0.13560150563716888,1.1435940265655518,0.186379536986351,0.021651215152814984,-0.03705734387040138,0.06273972243070602,0.08862306922674179,0.49794696271419525
2.4225957448350313,0.7974399827108968,0.14243532447981333,1.1164532339139832,0.5087025278385009,9.51930186135007,3.4418516159057617,4.133092403411865,-2.4525725841522217,134.78598514865962,1.8855378522311623,0.6138801990782197,0.1349557563662529,1.095410406589508,0.1762472465634346,0.01924056652933359,0.0024876706302165985,0.08464821428060532,0.05724168196320534,0.47392572462558746
