train/total loss,train/transformation loss,train/rotation-error-x,train/rotation-error-y,train/rotation-error-z,train/rotation-error-xyz,train/geodesic-distance,train/translation-error-x,train/translation-error-y,train/translation-error-z,train/translation-error-xyz,train/euclidean-distance,val/total loss,val/rotation-error-x,val/rotation-error-y,val/rotation-error-z,val/rotation-error-xyz,val/geodesic-distance,val/translation-error-x,val/translation-error-y,val/translation-error-z,val/translation-error-xyz,val/euclidean-distance
0.7308067599681434,0,1.0019930601119995,0.3234087824821472,1.3355169296264648,0.8869730234146118,1.912886015788559,0.2866363525390625,0.28502851724624634,0.07574500888586044,0.21580331027507782,0.45758366126280564,0.3044876898488691,0.26341232657432556,0.19691583514213562,0.49907225370407104,0.31980013847351074,0.6735461765239316,0.1704033464193344,0.16395418345928192,0.05861854925751686,0.13099202513694763,0.27229558916822555
0.6407250416402017,0,1.005893588066101,0.292313814163208,1.2174782752990723,0.8385619521141052,1.7824563513735543,0.22989091277122498,0.21933142840862274,0.06385624408721924,0.17102620005607605,0.36069510093581114,0.2758457467200295,0.30718711018562317,0.17602035403251648,0.47660139203071594,0.31993627548217773,0.6673667406843554,0.147430419921875,0.1528845876455307,0.05622439831495285,0.11884647607803345,0.2449511948131746
0.5544944995785417,0,0.7100176811218262,0.26193925738334656,0.9163456559181213,0.6294342279434204,1.3386653818780327,0.19491812586784363,0.18804694712162018,0.0573543943464756,0.14677315950393677,0.3070669350578919,0.2585152058351424,0.19468840956687927,0.15937061607837677,0.40248745679855347,0.25218215584754944,0.5349101705416557,0.14940746128559113,0.13439175486564636,0.05470557138323784,0.11283493041992188,0.23207130259083164
0.5653198756936223,0,0.8172699213027954,0.26034316420555115,0.9635781645774841,0.6803970336914062,1.439773717135978,0.1913127601146698,0.1809607744216919,0.05752628296613693,0.14326661825180054,0.3005762373094033,0.2630266204716698,0.18648025393486023,0.18396049737930298,0.4482921361923218,0.2729109823703766,0.5828521107473681,0.13811279833316803,0.14724361896514893,0.05513973534107208,0.11349871754646301,0.23420890937409095
0.591874980146384,0,0.7108926773071289,0.26797765493392944,0.9434241056442261,0.6407648324966431,1.3416651396677497,0.17692631483078003,0.17487043142318726,0.055992916226387024,0.1359298825263977,0.2839780137644296,0.21886791072545514,0.17184825241565704,0.17071397602558136,0.3379562199115753,0.22683948278427124,0.47163422153361384,0.12187984585762024,0.11709453165531158,0.0478643923997879,0.09561292827129364,0.195524376065981
0.523636138706065,0,0.7073971033096313,0.24151933193206787,0.797664999961853,0.5821938514709473,1.2215482846809174,0.1616652011871338,0.1589287519454956,0.051358118653297424,0.12398402392864227,0.2579889584217225,0.20897375143343402,0.15693999826908112,0.14139094948768616,0.3090958297252655,0.20247559249401093,0.42387273282774035,0.11745454370975494,0.11489862203598022,0.04223548620939255,0.09152954816818237,0.18799417345754563
0.4910093214700745,0,0.6379263401031494,0.21861699223518372,0.6695907711982727,0.5087113380432129,1.0723849251678153,0.14510580897331238,0.1453506201505661,0.04868514835834503,0.11304719746112823,0.2340930448984032,0.21002980369714,0.15479476749897003,0.15384623408317566,0.3023298382759094,0.20365695655345917,0.4259327523891003,0.11153256148099899,0.12076887488365173,0.04388320446014404,0.09206154942512512,0.1889449010693258
0.4945253916982942,0,0.6048117280006409,0.21073076128959656,0.684579074382782,0.5000405311584473,1.0430471758549578,0.14353047311306,0.1462576985359192,0.04716343432664871,0.11231720447540283,0.2338514900611271,0.19611055109529726,0.1546320766210556,0.15018799901008606,0.2623435854911804,0.18905457854270935,0.38885931586546285,0.10623738169670105,0.10946303606033325,0.04268386587500572,0.0861281007528305,0.1768675784790708
0.47345332936496054,0,0.6672368049621582,0.20777729153633118,0.7395466566085815,0.5381869077682495,1.0993453122239163,0.14387978613376617,0.13973763585090637,0.04640762135386467,0.1100083515048027,0.22846146311127632,0.20643699048988282,0.1941886842250824,0.13820628821849823,0.3276733458042145,0.2200227826833725,0.4587750431270369,0.1125546544790268,0.11664814502000809,0.0395200178027153,0.08957426995038986,0.18445546828931378
0.47790485531536503,0,0.637204647064209,0.22268420457839966,0.7572745084762573,0.5390545129776001,1.0950223837736417,0.13618411123752594,0.13812404870986938,0.0454920195043087,0.1066000685095787,0.22187414513013393,0.19966584347909497,0.1541929543018341,0.14221259951591492,0.294891893863678,0.19709914922714233,0.41003456916059217,0.11083246022462845,0.10887196660041809,0.041403744369745255,0.08703605830669403,0.17935567739750108
0.4198575438985047,0,0.4159780442714691,0.19127465784549713,0.5375868082046509,0.38161319494247437,0.7862388549113793,0.11848162859678268,0.11638905853033066,0.04121314734220505,0.092027947306633,0.19006132704861264,0.1713913859378907,0.13389554619789124,0.13363030552864075,0.24275951087474823,0.17009513080120087,0.350954151802486,0.09581708908081055,0.09186431765556335,0.037961702793836594,0.07521437108516693,0.1540147843019616
0.40235794156823995,0,0.4278285503387451,0.1780180037021637,0.5170526504516602,0.3742997348308563,0.774002376520401,0.11298216134309769,0.11139047890901566,0.03951874375343323,0.08796378970146179,0.18132431156736564,0.18123424029158008,0.1932089775800705,0.12938255071640015,0.275519996881485,0.19937050342559814,0.409720056840489,0.09603799879550934,0.10237312316894531,0.03777412325143814,0.07872842252254486,0.16199047220570426
0.4125744870315326,0,0.37810367345809937,0.1729726493358612,0.4923185706138611,0.34779831767082214,0.7243014527687933,0.1145893856883049,0.11504897475242615,0.03968866169452667,0.08977567404508591,0.18617589748651645,0.16656596339758364,0.1253577172756195,0.1259680688381195,0.24960988759994507,0.16697856783866882,0.3455522644423669,0.09169416129589081,0.08846117556095123,0.03985185921192169,0.07333573698997498,0.1494291868180998
