train/total loss,train/transformation loss,train/learning_rate_base,train/learning_rate_block,train/rotation-error-x,train/rotation-error-y,train/rotation-error-z,train/rotation-error-xyz,train/geodesic-distance,train/translation-error-x,train/translation-error-y,train/translation-error-z,train/translation-error-xyz,train/euclidean-distance,val/total loss,val/transformation loss,val/rotation-error-x,val/rotation-error-y,val/rotation-error-z,val/rotation-error-xyz,val/geodesic-distance,val/translation-error-x,val/translation-error-y,val/translation-error-z,val/translation-error-xyz,val/euclidean-distance
8.1187078471025,8.1187078471025,1.2388710383251319e-05,1.2388710383251322e-06,16.07737159729004,1.9975286722183228,18.32550048828125,12.133466720581055,25.825737133091817,4.280256271362305,4.205683708190918,0.5021418333053589,2.9960274696350098,6.686512843612689,3.058740783122278,3.058740783122278,3.0517313480377197,0.77277672290802,5.151253700256348,2.9919204711914062,6.515700138384296,1.7114672660827637,1.7982428073883057,0.2606801986694336,1.2567968368530273,2.777428880814583
2.910871095005872,2.910871095005872,1.9301244319891802e-05,1.930124431989181e-06,3.3437764644622803,0.8299199342727661,4.583999156951904,2.91923189163208,6.292520596704581,1.3822412490844727,1.3954415321350098,0.2297542244195938,1.002479076385498,2.2092084916806796,1.71080591938188,1.71080591938188,1.5613946914672852,0.6033452749252319,2.8935043811798096,1.6860814094543457,3.6619203580963995,1.007619023323059,0.9393484592437744,0.17793209850788116,0.7082998752593994,1.5475355718405015
2.07427564198333,2.07427564198333,3.000373329485346e-05,3.0003733294853467e-06,2.383286476135254,0.6818717122077942,3.6623690128326416,2.242509126663208,4.910012521371502,0.9491081237792969,0.9642773270606995,0.16894826292991638,0.6941112875938416,1.5270430893903484,1.2154239180587953,1.2154239180587953,1.1304562091827393,0.5042434334754944,2.2210865020751953,1.285262107849121,2.8466681155466262,0.7012081742286682,0.6565154790878296,0.13663822412490845,0.49812063574790955,1.0863633218311495
1.5766718533364832,1.5766718533364832,4.3359948572975237e-05,4.3359948572975245e-06,1.9747859239578247,0.5848081707954407,3.17474627494812,1.9114469289779663,4.1939039874980155,0.7086151242256165,0.7011225819587708,0.13864153623580933,0.5161263942718506,1.1245385888797135,0.8070438131690025,0.8070438131690025,0.6660034656524658,0.40851029753685,1.7112146615982056,0.9285761713981628,2.061238498937699,0.4538685083389282,0.43194934725761414,0.10249943286180496,0.32943910360336304,0.7106007558684195
1.3960103220151294,1.3960103220151294,5.795192881577761e-05,5.795192881577761e-06,1.5267043113708496,0.5321378111839294,2.7995352745056152,1.6194591522216797,3.5628966919727083,0.6030465364456177,0.6033815145492554,0.11947380006313324,0.44196730852127075,0.9592096371368755,0.7954305314248608,0.7954305314248608,0.7196788787841797,0.40536290407180786,1.7125766277313232,0.9458727836608887,2.0699947625398636,0.45974230766296387,0.40796878933906555,0.10203760117292404,0.32324957847595215,0.7001327146445552
1.2873859962557541,1.2873859962557541,7.223051781356367e-05,7.223051781356367e-06,1.5304044485092163,0.5061169862747192,2.6291816234588623,1.5552343130111694,3.387816357900026,0.5231944918632507,0.5283112525939941,0.11116094142198563,0.3875555694103241,0.8398787471306447,0.6827117291189009,0.6827117291189009,0.4671277105808258,0.3863671123981476,1.4730288982391357,0.775507926940918,1.7444822711329306,0.38993266224861145,0.3480178415775299,0.09807407110929489,0.2786748707294464,0.5986310760340383
1.1855442003185521,1.1855442003185521,8.467983050868057e-05,8.467983050868057e-06,1.736905813217163,0.4811486601829529,2.4176392555236816,1.5452312231063843,3.349204525950308,0.44728630781173706,0.43732210993766785,0.10255743563175201,0.3290552794933319,0.7054813782739037,0.5327352626669791,0.5327352626669791,0.4929995834827423,0.3069997727870941,1.1717420816421509,0.6572471857070923,1.4692114471427855,0.29002484679222107,0.2855567932128906,0.07919120043516159,0.21825763583183289,0.4633989912127295
1.0811871229302048,1.0811871229302048,9.397818679005417e-05,9.397818679005416e-06,1.3483930826187134,0.4282592833042145,2.0832760334014893,1.2866429090499878,2.7520960321656323,0.3759864270687103,0.3727140724658966,0.08803414553403854,0.2789115607738495,0.5955083765748174,0.4785273108751543,0.4785273108751543,0.588778555393219,0.30659765005111694,1.145883560180664,0.680419921875,1.4543678611516953,0.24172024428844452,0.2663503587245941,0.0730186328291893,0.19369642436504364,0.41189725997467197
0.9943851316700573,0.9943851316700573,9.913842753784059e-05,9.913842753784059e-06,1.2456417083740234,0.4021921753883362,1.8305549621582031,1.1594629287719727,2.5070441936652776,0.32655343413352966,0.32221755385398865,0.07896135002374649,0.2425774335861206,0.5193656346451675,0.40560285783102434,0.40560285783102434,0.5496093034744263,0.3106248676776886,0.9264034032821655,0.5955458879470825,1.2728118567216782,0.21633416414260864,0.20707808434963226,0.06990809738636017,0.1644401252269745,0.3469484193671134
0.9306762390925061,0.9306762390925061,9.999674559295963e-05,9.999674559295963e-06,1.0402637720108032,0.3863355815410614,1.6856493949890137,1.0374162197113037,2.2311041077981724,0.2951622009277344,0.2967270016670227,0.07292558252811432,0.22160492837429047,0.47390588907574127,0.32157782549338954,0.32157782549338954,0.31369367241859436,0.24178321659564972,0.7427740097045898,0.43275031447410583,0.9379651154721936,0.17769518494606018,0.16563481092453003,0.05260429531335831,0.1319780945777893,0.27633982560326975
